지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),안개 계속시간(hr)
238,2020-01-11,.3,-5.1,543,6.6,1336,,,,,,,5,290,1605,2.8,290,1607,.7,579,-3.6,49,1338,76.8,4.7,999.2,1023.6,24,1018.2,1442,1020.9,9.9,6.9,,,,,,,,,6.3,1.5,1.1,-3.8,,,,,,,,,,,,,
238,2020-01-12,1,-1.3,548,4.2,1223,,,,,,,8.2,290,1626,3.4,270,1542,1.2,1016,-4.3,53,1346,67.9,4.4,997.6,1021.5,2257,1017.2,1446,1019.2,9.9,2.9,,,,,,,,,6.1,4.9,2,-1.8,,,,,,,,,,,,,
238,2020-01-13,-.2,-4,2259,2.9,1440,,,,,,.1,6.3,320,1359,3.3,290,1408,1.1,977,-5.6,48,1619,67.4,4.1,1002,1027.2,2316,1020.9,108,1023.8,9.9,1.7,,,,,,,,,6.8,,1.2,-3.7,,,,,,,,,,,,,
238,2020-01-14,-.7,-3.8,807,4.9,1410,,,,,,,5,360,1338,2.6,340,1439,.8,660,-6.7,41,1351,65.4,3.7,1004.4,1028.6,2357,1023.7,1353,1026.3,9.9,5.7,,,,,,,,,4.3,4.3,.8,-3.6,,,,,,,,,,,,,
238,2020-01-15,-1.6,-5.2,528,3.4,1416,,,,,,,7.1,360,1311,3.3,360,1319,1,825,-7,35,1150,69.5,3.6,1007.1,1030.4,1033,1027.3,1442,1029.1,10,9,,,,,,,,,2.1,,-.1,-3.9,,,,,,,,,,,,,
238,2020-01-16,-2,-6.7,643,5.1,1538,,,,,,,4.1,320,1514,1.9,290,1425,.6,505,-8.7,24,1543,64.8,3.2,1005.8,1030.3,732,1024.9,1647,1027.8,10,7.4,,,,,,,,,7,,-.4,-4.4,,,,,,,,,,,,,
238,2020-01-17,-.8,-4.7,2345,6,1448,,,,,,,5.1,360,1627,2.9,360,1408,.7,610,-7.9,25,1405,62,3.4,1001.9,1026.3,1,1021,1446,1023.7,10,6,,,,,,,,,5.6,,1,-3.8,,,,,,,,,,,,,
238,2020-01-18,-1.4,-7.1,436,6.9,1506,,,,,,,5,340,1530,2.8,290,1650,.7,615,-7.8,25,1437,66.3,3.4,1000.8,1024.3,813,1020.3,1449,1022.7,10,8.5,,,,,,,,,1.1,,-.8,-4.7,,,,,,,,,,,,,
238,2020-01-19,1.4,-5.3,232,7.7,1519,,,,,,,7.8,250,1319,3.7,270,1624,1.3,1083,-3.3,47,1524,71.9,4.8,998.9,1022.7,1,1017.8,1409,1020.5,10.1,4,,,,,,,,,5.5,,.9,-3.8,,,,,,,,,,,,,
238,2020-01-20,2.3,-1,633,6.9,1434,,,,,,,10,320,1147,5.2,290,1156,1.8,1581,-4.1,32,1359,64.6,4.6,1002.2,1028.7,2359,1021.4,7,1023.8,10.1,4.8,,,,,,,,,3.1,2.1,2.3,-2.2,,,,,,,,,,,,,
238,2020-01-21,-1,-7.5,720,7.5,1552,,,,,,,4.5,320,10,2.4,290,41,.7,591,-10.1,15,1555,55.1,2.9,1008.4,1033.3,829,1027.5,1557,1030.4,10.1,9.3,,,,,,,,,1.9,,.1,-5.4,,,,,,,,,,,,,
238,2020-01-22,1.2,-2.1,2,2.8,1652,,,,,,.6,2.1,200,154,1.1,340,155,.3,281,-3.1,58,1006,73.4,4.9,1004.1,1030,2,1022.5,2350,1025.9,10.1,0,,,,,,,,,9.8,7.3,1.7,-2.3,,,,,,,,,,,,,
238,2020-01-23,3.7,.6,2348,9.7,1517,,,,,,3.9,2.9,90,1609,1.7,110,1631,.5,402,2.6,72,1520,93.4,7.4,1002.9,1028.1,2357,1021.6,119,1024.3,10.2,2.3,,,,,,,,,7.1,3.6,4.7,0,,,,,,,,,,,,,
238,2020-01-24,2,-1.9,806,10.2,1529,,,,,,,4,320,1431,1.9,290,1437,.5,452,-.9,36,1543,84.4,5.8,1008.8,1032.6,942,1028,2,1030.5,10.2,4.9,,,,,,,,,7,4.6,3.9,-.4,,,,,,,,,,,,,
238,2020-01-25,2.9,-2.2,442,9.6,1443,,,,,,,1.9,90,1327,1.1,90,1328,.3,238,.6,62,1518,85.5,6.4,1008.1,1031.7,215,1027.3,1536,1029.8,10.2,.6,,,,,,,,,8.4,3,3,-1.5,,,,,,,,,,,,,
238,2020-01-26,4.9,-1.4,506,10.8,1315,,,,,,,10.3,110,1924,5.8,90,1930,1.5,1329,.8,54,1401,77.6,6.5,1005.2,1029.3,235,1023.5,2316,1026.6,10.2,2.4,,,,,,,,,8.3,4.3,4.2,-1.1,,,,,,,,,,,,,
238,2020-01-27,5.1,3.3,2347,7.2,304,,,,,,6.2,8.9,70,913,4.1,90,1000,2,1729,2.7,71,1,85.6,7.4,997.6,1024.1,9,1016.3,1442,1018.9,10.3,0,,,,,,,,,10,7.9,4.8,4.1,,,,,,,,,,,,,
238,2020-01-28,5.7,2.3,351,10.3,1455,,,,,,.1,3.6,360,1509,2.1,360,1431,.6,557,3,59,1626,84.1,7.6,996.6,1018.8,1025,1016.3,1553,1017.7,10.3,.5,,,,,,,,,7.9,7.5,6.6,2.3,,,,,,,,,,,,,
238,2020-01-29,5.6,3.6,2341,8.7,1357,,,,,,0,5.4,320,1423,2.3,290,1559,.5,439,2.8,55,1700,83.9,7.5,994.5,1018.2,1,1013.8,1524,1015.6,10.3,0,,,,,,,,,8.8,8.1,6.6,3.7,,,,,,,,,,,,,
238,2020-01-30,3.9,-.3,405,9.2,1406,,,,,,,4.1,290,1518,2.4,270,1733,.7,586,.2,42,1407,79.9,6.2,994.1,1018,2330,1013.5,1351,1015.4,10.4,2,,,,,,,,,5.8,2.9,4.3,-.2,,,,,,,,,,,,,
238,2020-01-31,2.5,-1.7,2400,8.1,1058,,,,,,,5.9,270,1615,3.3,250,1614,1,822,-1.5,48,1510,77.1,5.5,999.3,1024.2,2322,1017.7,15,1020.8,10.4,2.4,,,,,,,,,5.1,4.8,3.3,-8.3,,,,,,,,,,,,,
238,2020-02-01,.1,-5.3,737,7.4,1525,,,,,,,6.9,270,1456,3.3,290,1457,.5,413,-2.3,57,1517,85.4,5.2,1004.1,1027.6,908,1023.9,1543,1025.9,10.4,1.9,,,,,,,,,4.8,1,1.8,-10.5,,,,,,,,,,,,,
238,2020-02-02,.3,-4.1,433,7.4,1449,,,,,,,5.1,320,1429,2.3,250,1345,.7,567,-3.6,34,1344,79.3,4.7,1004.7,1028.4,818,1024.2,1554,1026.5,10.4,5.8,,,,,,,,,4,2.8,2.7,-9.5,,,,,,,,,,,,,
238,2020-02-03,.6,-4,2254,5.4,1451,,,,,,,7.2,290,1353,4.1,270,1353,1.3,1092,-5.8,37,1414,64.1,4,1005.8,1030.2,2358,1025.2,434,1027.5,10.5,7.2,,,,,,,,,4.1,3.3,2.4,-10.6,,,,,,,,,,,,,
238,2020-02-04,-.8,-8.3,718,6.5,1511,,,,,,.3,5.4,290,1530,3,250,1505,.9,781,-7.7,25,1457,65.1,3.5,1005.7,1030.8,824,1024.2,1546,1027.6,10.5,9.2,,,,,,,,,2.5,1.9,.8,-13.5,,,,,,,,,,,,,
238,2020-02-05,-4.7,-9.1,2356,.5,7,,,,,,.2,10,320,119,5.5,290,122,2.4,2075,-13.8,27,1642,50.6,2.2,1009.3,1035.1,2304,1026.5,1,1031.6,10.5,9.4,,,,,,,,,.1,0,1,-13.4,,,,,,,,,,,,,
238,2020-02-06,-5.4,-12.3,732,1.7,1603,,,,,,,4,290,1504,1.9,340,1510,.7,605,-14.9,17,1419,53.8,2,1011.7,1036.7,816,1031.8,1555,1034.1,10.6,8.5,,,,,,,,,4.9,1.8,-2,-15.1,,,,,,,,,,,,,
238,2020-02-07,-1.9,-9.5,659,4.2,1432,,,,,,,6.7,340,1339,3.9,360,1251,1.1,911,-10.2,18,1200,57.8,2.9,1008.1,1033.2,145,1027.5,1705,1030.1,10.6,7.3,,,,,,,,,4.4,3.3,-.6,-11.9,,,,,,,,,,,,,
238,2020-02-08,1.1,-4.5,2338,5.8,1436,,,,,,,9.9,290,1418,4.6,290,1423,1.7,1495,-7.1,32,1525,56.3,3.7,1006.1,1030.1,2359,1025.3,1457,1027.9,10.6,6.7,,,,,,,,,2.1,2,2.6,-11,,,,,,,,,,,,,
238,2020-02-09,-1.6,-8.6,742,5.4,1542,,,,,,,6.4,290,1440,3.2,290,1445,1,826,-8.3,27,1441,64.8,3.3,1004.8,1030.3,49,1023.8,1717,1026.7,10.7,9.3,,,,,,,,,1.4,1.1,.5,-13.4,,,,,,,,,,,,,
238,2020-02-10,2.5,-3.7,48,11.1,1359,,,,,,,5.4,320,1323,2.9,290,1543,.8,672,-3.9,31,1354,66.3,4.6,1003.5,1029.1,2348,1023.3,424,1025.1,10.7,8.5,,,,,,,,,.3,.3,3,-9.7,,,,,,,,,,,,,
238,2020-02-11,4.5,-5.3,650,14.7,1427,,,,,,0,3,340,1756,1.6,290,1614,.4,379,-4.4,22,1423,59.5,4.4,1006.6,1030.8,922,1025.3,1632,1028,10.7,7.8,,,,,,,,,4.8,2.5,3.5,-10.5,,,,,,,,,,,,,
238,2020-02-12,6.7,3.7,545,9.9,1908,,,,,,13.1,6.9,180,2104,3.4,270,2027,.7,575,5.7,61,3,94.1,9.3,996.4,1025.9,1,1013.2,1637,1017.5,10.8,0,,,,,,,,,8.6,8.6,6,3.2,,,,,,,,,,,,,
238,2020-02-13,7.1,1.6,2340,10.6,1453,,,,,,,6,320,124,2.7,270,126,1.2,1035,5.2,72,1428,88.8,8.9,998.8,1021.9,2219,1015.4,1,1019.9,10.8,0,,,,,,,,,7.9,7.9,7.7,-2.3,,,,,,,,,,,,,
238,2020-02-14,6.2,1.9,1,16.6,1559,,,,,,,4,320,1505,1.9,290,1517,.6,501,3,32,1434,84.4,7.6,1000.3,1023.8,2306,1018.5,1630,1021.6,10.8,5.3,,,,,,,,,5.8,5.5,7.4,-2.1,,,,,,,,,,,,,
238,2020-02-15,8.3,-.1,733,17.4,1240,,,,,,.9,4.2,140,1258,2.4,160,1106,.6,523,4.9,42,1241,83,8.9,997.3,1023.9,753,1012.3,2359,1018.2,10.9,4.9,,,,,,,,,6,4.5,5.7,-5,,,,,,,,,,,,,
238,2020-02-16,.6,-2.4,2254,9.1,1,,,,,,5.7,9.8,250,1240,5.2,270,1412,2.5,2179,-2,62,1403,82.6,5.4,993.5,1017.4,2337,1011.2,102,1015,10.9,.2,,,,,,,,,9.5,9.5,4,-2.4,,,,,,,,,,,,,
238,2020-02-17,-3.5,-5.1,2028,-.9,1340,,,,,,1,10.4,290,418,5.3,290,1647,2.9,2530,-8.3,53,1731,69.6,3.3,997.3,1024.4,2357,1016.5,1444,1019.2,10.9,1.7,,,,,,,,,8.5,7.9,1.4,-7.1,,,,,,,,,,,,,
238,2020-02-18,-1.9,-7,715,3.8,1613,,,,,,,8.3,360,1424,3.4,290,5,1.4,1186,-8.6,35,1601,62.4,3.2,1006.3,1031.1,2321,1024.4,1,1028.3,11,9.7,,,,,,,,,1.8,1.8,1.6,-10.7,,,,,,,,,,,,,
238,2020-02-19,1,-6.6,725,9.7,1437,,,,,,,5.6,360,1451,2.5,340,1322,.7,609,-3.6,43,1531,74.1,4.7,1008.9,1032.4,834,1028.2,1417,1030.7,11,8.8,,,,,,,,,5,3,2.6,-9.7,,,,,,,,,,,,,
238,2020-02-20,3.6,-3.5,652,12.7,1552,,,,,,,4,360,1702,2.1,360,1652,.5,466,-2.2,33,1521,70.8,5.2,1012.4,1036.1,2228,1031.5,14,1034.1,11,9.3,,,,,,,,,1.6,1.1,4.6,-8.4,,,,,,,,,,,,,
238,2020-02-21,5.9,-3,727,15.2,1554,,,,,,2.2,6,180,1955,3.9,180,1956,.7,580,.4,28,1458,73.4,6.5,1009.2,1036.4,134,1024.1,2400,1030.6,11.1,6.1,,,,,,,,,6.9,3.4,6.1,-8.7,,,,,,,,,,,,,
238,2020-02-22,5.8,1.2,2316,9.7,1324,,,,,,3.9,14.8,290,1545,7.2,290,1552,3.1,2661,-2.1,27,1434,59.4,5.5,1005.3,1031.1,2331,1022.5,233,1026.6,11.1,7.2,,,,,,,,,3,2.3,6,-.9,,,,,,,,,,,,,
238,2020-02-23,2.3,-3.5,639,9.4,1508,,,,,,,7.4,290,148,3,290,203,1.1,968,-6.1,26,1500,58.6,3.9,1008.4,1032.9,925,1027.4,1710,1030.1,11.2,10.2,,,,,,,,,0,0,4.2,-8.9,,,,,,,,,,,,,
238,2020-02-24,5.9,-4.9,648,16.1,1541,,,,,,.4,7.6,290,1408,3.3,290,1413,.9,778,-3.7,15,1406,58.8,4.8,1003.8,1029.2,1,1021.7,1634,1025.1,11.2,8.7,,,,,,,,,4.6,3.6,4.7,-9.8,,,,,,,,,,,,,
238,2020-02-25,6.4,5.5,142,7.3,2323,,,,,,51.6,3.9,180,859,2,160,315,.9,745,5.9,78,1,97.1,9.3,995.8,1022.9,18,1013,1433,1016.9,11.2,0,,,,,,,,,8.8,8.4,6.4,5.3,,,,,,,,,,,,,
238,2020-02-26,7.9,2.2,712,14.2,1320,,,,,,,6.8,320,1511,3.3,320,1513,1.1,974,3.9,49,1422,78.4,8.1,1001.8,1026.3,2331,1019.1,1,1022.8,11.3,5,,,,,,,,,5,3.9,9,-2.2,,,,,,,,,,,,,
238,2020-02-27,5.3,1,406,11.8,1526,,,,,,,4,90,1412,2.3,110,1429,.7,635,.3,36,1527,73.5,6.3,1006.7,1029.8,911,1026.2,1,1028.1,11.3,7.1,,,,,,,,,3.8,2.4,7.5,-3.8,,,,,,,,,,,,,
238,2020-02-28,3.6,1.3,519,5.8,1524,,,,,,4.6,4,140,1305,2.1,140,1306,.6,554,2.5,80,946,92.9,7.4,1002.1,1028.4,1,1020.6,2342,1023.6,11.3,0,,,,,,,,,8.5,7.1,4.7,-1.8,,,,,,,,,,,,,
238,2020-02-29,5.6,1.5,557,12.5,1516,,,,,,,3.2,70,1412,1.6,110,1407,.7,602,3.2,55,1550,86.6,7.7,997.5,1020.7,58,1016.2,1515,1018.7,11.4,4,,,,,,,,,4.8,3.4,8.5,-3.6,,,,,,,,,,,,,
238,2020-03-01,5.8,.4,224,13,1251,,,,,,,6.6,200,1725,3.7,270,1344,1.3,1111,2.7,60,1221,82.8,7.5,998.1,1021.8,2244,1016.2,1428,1019.3,11.4,4.6,,,,,,,,,9.1,7.9,6.8,-4.3,,,,,,,,,,,,,
238,2020-03-02,4.9,2,717,9.5,1538,,,,,,,8.9,320,238,4.1,290,243,2,1704,-3.3,31,1622,57.5,4.8,1002.6,1026.6,2259,1021.2,23,1024,11.5,10,,,,,,,,,2.6,2.1,6.9,-1.7,,,,,,,,,,,,,
238,2020-03-03,6.6,-1.7,515,15,1454,,,,,,,6,290,1830,3.2,290,1819,1.2,1044,.2,32,1505,66.9,6.3,1002.9,1027.6,832,1020.7,1708,1024.1,11.5,7.5,,,,,,,,,7.1,5.6,6.8,-7,,,,,,,,,,,,,
238,2020-03-04,3.3,-.3,2151,8.4,1334,,,,,,.1,11,270,1413,5.9,290,1323,2.9,2483,-3.9,30,1323,60.9,4.6,1001.9,1025.7,2310,1021.2,1424,1023.4,11.5,6.9,,,,,,,,,7.5,7.4,7.9,-1.7,,,,,,,,,,,,,
238,2020-03-05,2.1,-2,656,7.9,1402,,,,,,,6.8,270,1155,3.4,340,1347,1.7,1450,-6.4,30,1523,56.3,3.8,1004.3,1028.3,924,1023.8,1714,1025.9,11.6,10.4,,,,,,,,,0,0,5.7,-8.8,,,,,,,,,,,,,
238,2020-03-06,3.2,-5.7,654,13,1518,,,,,,,6.1,360,1433,2.9,20,1428,.8,675,-6.4,17,1618,58,3.8,1001.4,1026.4,757,1019,1711,1022.9,11.6,10.7,,,,,,,,,3,1.3,6.2,-11.6,,,,,,,,,,,,,
238,2020-03-07,3.9,-.4,317,10.9,1422,,,,,,0,5.5,110,1506,3.4,110,1508,.7,608,-.6,51,1419,74.3,6,997.8,1021.3,1,1016.3,1527,1019.1,11.7,.3,,,,,,,,,7.6,6.5,6.1,-4.6,,,,,,,,,,,,,
238,2020-03-08,7.2,.5,711,17.1,1558,,,,,,,4.8,110,1333,2.1,90,1338,.8,681,1.5,35,1513,73,6.8,998.3,1022.9,904,1016.2,1649,1019.3,11.7,7.4,,,,,,,,,3.4,3.4,10.5,-2.7,,,,,,,,,,,,,
238,2020-03-09,7.7,-.5,639,14.7,1509,,,,,,2.3,3,160,1435,1.7,140,1305,.6,510,3.1,43,1449,76.8,7.7,993.4,1020,119,1009.7,2400,1014.4,11.7,2.6,,,,,,,,,8.3,4.9,8,-5.6,,,,,,,,,,,,,
238,2020-03-10,6.3,2.9,2339,8.2,23,,,,,,10.1,10,270,1943,4.1,270,1935,1.9,1642,4.1,64,2351,86.3,8.4,987.6,1013.7,2357,1005.7,555,1008.5,11.8,0,,,,,,,,,7.5,7.4,6.9,-.5,,,,,,,,,,,,,
238,2020-03-11,3.8,-1.2,2400,9.2,1442,,,,,,,10,290,1343,4.9,290,1322,2.1,1842,-5.9,27,1526,52.1,4,998.1,1024.6,2356,1013.6,4,1019.5,11.8,10.8,,,,,,,,,0,0,5.8,-7.4,,,,,,,,,,,,,
238,2020-03-12,5.7,-4.5,656,16.1,1601,,,,,,,6.6,340,1536,3.5,270,1812,1.1,973,-4.3,15,1355,56.3,4.5,1001.5,1025.6,143,1018.7,1524,1022.7,11.8,10.4,,,,,,,,,1,0,6.9,-9.7,,,,,,,,,,,,,
238,2020-03-13,5.3,.1,316,13.1,1310,,,,,,,7.5,270,1135,3.7,290,1133,1.4,1229,-5.8,14,1732,52.3,4.3,1000.6,1024.6,837,1019,1557,1021.9,11.9,7.2,,,,,,,,,6.5,4.1,7.5,-5,,,,,,,,,,,,,
238,2020-03-14,4.2,-3.4,706,10.1,1536,,,,,,,9.4,360,1412,4.7,290,1623,1.9,1673,-5.6,25,1415,51.5,4.1,995.8,1021.9,2,1013.9,1559,1017.1,11.9,10.7,,,,,,,,,1,1,6.6,1.1,,,,,,,,,,,,,
238,2020-03-15,4.8,.2,654,11.7,1301,,,,,,0,15.1,290,1533,7.4,290,1612,3.1,2721,-4.4,28,1416,53.5,4.6,992,1018.2,2337,1009.1,1357,1013.1,12,4.9,,,,,,,,,3.9,2.6,5.5,-2.9,,,,,,,,,,,,,
238,2020-03-16,3.1,-4.5,632,10.8,1539,,,,,,,7.4,290,1912,3.3,270,1442,1.3,1111,-6.6,19,1630,52.8,3.8,1001.3,1025.5,907,1018.1,1,1022.8,12,10.5,,,,,,,,,.5,0,6.6,-5.7,,,,,,,,,,,,,
238,2020-03-17,6.4,-2.6,633,14.4,1320,,,,,,,12,270,1516,5.2,270,1533,1.7,1503,.7,48,932,68.4,6.7,996.2,1022.2,23,1014,1449,1017.3,12,6.7,,,,,,,,,2.8,1.9,7.4,-3.8,,,,,,,,,,,,,
238,2020-03-18,8.4,-.9,431,19.2,1515,,,,,,,5.7,250,1639,3.1,270,1642,.8,689,-1.9,16,1624,58.9,5.4,993.7,1019.1,852,1011,2359,1014.6,12.1,8.9,,,,,,,,,1.9,1.4,10.6,-2.5,,,,,,,,,,,,,
238,2020-03-19,9.9,5.7,2239,16.2,758,,,,,,,17.6,290,1233,8,230,821,4,3463,-.3,27,1546,49.9,6.3,988.6,1015.1,2359,1004.3,801,1009.3,12.1,6.3,,,,,,,,,3.3,2.5,11.3,1.7,,,,,,,,,,,,,
238,2020-03-20,7.8,-.3,656,15.2,1443,,,,,,,9.6,290,41,4.8,230,1533,1.7,1509,-3.9,16,1539,47.5,4.6,994.4,1017.3,651,1013.4,1654,1015.3,12.1,10.6,,,,,,,,,0,0,10.2,-3.1,,,,,,,,,,,,,
238,2020-03-21,13.9,1,302,23.9,1532,,,,,,,9.8,270,1505,4.9,230,1916,1.7,1493,3.6,31,1439,52.8,8.2,991.7,1015.9,155,1008.1,1705,1012,12.2,9.8,,,,,,,,,2,.9,12.6,-1.2,,,,,,,,,,,,,
238,2020-03-22,12.9,4.4,2352,19.6,1431,,,,,,,7.9,290,1648,4.8,290,1712,1.6,1410,-1,14,1438,46.1,6.4,993.5,1018.8,2333,1010.6,39,1014,12.2,10.8,,,,,,,,,1.1,1.1,15.4,-.9,,,,,,,,,,,,,
238,2020-03-23,8.4,-1,638,17.3,1546,,,,,,,8.9,230,1244,4.7,250,1230,1.5,1323,-1.1,24,1400,55.5,5.7,997.6,1020.3,716,1015.3,1617,1018.5,12.3,11.3,,,,,,,,,0,0,11.6,-2.7,,,,,,,,,,,,,
238,2020-03-24,9,-.4,641,18.9,1523,,,,,,,5.6,360,1703,2.8,340,1712,.9,747,-.2,15,1644,59.5,6.1,999.9,1023.1,850,1018,1544,1020.9,12.3,10.7,,,,,,,,,0,0,12.3,-2.1,,,,,,,,,,,,,
238,2020-03-25,12.1,.6,649,22.2,1424,,,,,,,6.2,270,1545,2.8,20,1406,.8,730,1.8,21,1419,55.3,7,999.7,1023.7,650,1016.8,1631,1020.4,12.3,10.8,,,,,,,,,2.1,1.9,13.9,-1.7,,,,,,,,,,,,,
238,2020-03-26,12.6,8.4,642,17.4,1230,,,,,,.4,4.3,160,1146,2.3,140,1140,.7,602,8.9,48,1033,79.4,11.7,995.4,1020,213,1011.8,2350,1016,12.4,0,,,,,,,,,9.6,9.6,11.8,5.9,,,,,,,,,,,,,
238,2020-03-27,10.3,3.6,2355,14.1,935,,,,,,7.6,7.7,270,1539,4.2,270,1545,1.3,1139,9,78,1808,92.1,12,993.5,1021.7,2338,1009.6,505,1014.2,12.4,.8,,,,,,,,,8.9,7,11.8,3.3,,,,,,,,,,,,,
238,2020-03-28,5.8,.9,608,11.2,1503,,,,,,,5,360,1001,2.5,360,1003,.9,806,-2.9,28,1126,59.6,5.1,1000.3,1023.9,748,1018.7,1542,1021.5,12.5,3.2,,,,,,,,,8.3,3,8.8,-.2,,,,,,,,,,,,,
238,2020-03-29,7.3,-2.4,640,16.8,1536,,,,,,,6.1,270,1736,3.7,270,1742,1.1,925,-1.7,25,1537,57,5.4,1000.8,1025,705,1018.3,1610,1021.9,12.5,8.9,,,,,,,,,3.8,2.5,11,-2.5,,,,,,,,,,,,,
